ID,Release_Date,Title,TITLE,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,,,,
5711,20 September 2018,Golden Job,Golden Job,19.128,59,6.4,Chinese,Action,,,,
5712,20 November 1987,Teen Wolf Too,Teen Wolf Too,19.128,145,4.1,English,Comedy,,,,
5713,26 May 1999,Ms. Kristina Moran: Ang Babaeng Palaban,Ms. Kristina Moran: Ang Babaeng Palaban,19.126,0,0,Tagalog,Comedy,,,,
5714,14 November 2018,Alien Overlords,Alien Overlords,19.124,10,4.1,English,Action,,,,
5715,11 October 2012,Here Comes the Boom,Here Comes The Boom,19.123,1188,6.2,English,Comedy,,,,
5716,16 November 1984,Missing in Action,Missing In Action,19.121,342,5.7,English,Action,,,,
5717,17 October 2009,The Men Who Stare at Goats,The Men Who Stare At Goats,19.121,1806,6,English,Comedy,,,,
5718,15 May 1973,The Day of the Jackal,The Day Of The Jackal,19.12,391,7.6,English,Action,,,,
5719,23 July 2021,Joe Bell,Joe Bell,19.118,58,5.8,English,Drama,,,,
5720,03 June 1992,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk With Me,19.115,1444,7.3,English,Drama,,,,
5721,05 February 2010,The Disappearance of Haruhi Suzumiya,The Disappearance Of Haruhi Suzumiya,19.11,157,7.7,Japanese,Comedy, Drama,,,
5722,16 March 2010,The Bounty Hunter,The Bounty Hunter,19.11,2363,5.8,English,Comedy,,,,
5723,28 September 2000,Billy Elliot,Billy Elliot,19.104,3152,7.6,English,Drama,,,,
5724,05 October 2007,The Heartbreak Kid,The Heartbreak Kid,19.102,1292,5.7,English,Comedy,,,,
5725,24 May 2002,Insomnia,Insomnia,19.097,3670,6.9,English,Crime,,,,
5726,11 September 1998,Rounders,Rounders,19.092,1330,7,English,Drama,,,,
5727,02 March 2018,Benji,Benji,19.089,243,7,English,Crime,,,,
5728,22 October 2001,K-PAX,K-Pax,19.089,1831,7.2,English,Science Fiction,,,,
5729,09 October 2014,Trash,Trash,19.086,501,7.1,Portuguese,Adventure,,,,
5730,18 February 2004,Crimson Rivers II: Angels of the Apocalypse,Crimson Rivers Ii: Angels Of The Apocalypse,19.085,552,6.1,French,Action,,,,
5731,06 April 2001,Along Came a Spider,Along Came A Spider,19.085,1406,6.3,English,Crime,,,,
5732,02 November 2006,Superman II: The Richard Donner Cut,Superman Ii: The Richard Donner Cut,19.084,174,7.5,English,Science Fiction,,,,
5733,22 March 2019,Pain and Glory,Pain And Glory,19.08,1438,7.5,Spanish,Drama,,,,
5734,29 June 2013,Puppylove,Puppylove,19.08,24,5.8,French,Romance,,,,
5735,23 August 2011,Tom and Jerry & The Wizard of Oz,Tom And Jerry & The Wizard Of Oz,19.076,75,6,English,Family,,,,
5736,09 January 2015,The Scorpion King 4: Quest for Power,The Scorpion King 4: Quest For Power,19.074,157,5.1,English,Action,,,,
5737,04 April 1976,All the President's Men,All The President'S Men,19.071,1366,7.7,English,Drama,,,,
5738,30 March 2012,StreetDance 2,Streetdance 2,19.07,327,6.1,English,Music,,,,
5739,12 October 2012,Seven Psychopaths,Seven Psychopaths,19.065,3121,6.8,English,Comedy,,,,
5740,29 July 2006,Tales from Earthsea,Tales From Earthsea,19.064,1012,6.6,Japanese,Animation,,,,
5741,07 February 1987,Law of Desire,Law Of Desire,19.063,192,7.3,Spanish,Comedy,,,,
5742,02 October 2018,Prospect,Prospect,19.061,552,6.1,English,Science Fiction,,,,
5743,17 December 2004,Flight of the Phoenix,Flight Of The Phoenix,19.057,674,6,English,Action,,,,
5744,25 May 2018,Downrange,Downrange,19.056,229,5.8,English,Thriller,,,,
5745,29 August 2013,One Direction: This Is Us,One Direction: This Is Us,19.054,885,8.5,English,Documentary,,,,
5746,30 August 2019,The Fanatic,The Fanatic,19.053,200,4.5,English,Crime,,,,
5747,24 November 2004,Christmas with the Kranks,Christmas With The Kranks,19.051,848,6.1,English,Comedy,,,,
5748,11 February 1998,Batman & Mr. Freeze: SubZero,Batman & Mr. Freeze: Subzero,19.05,314,7,English,Animation,,,,
5749,16 June 2011,Quarantine 2: Terminal,Quarantine 2: Terminal,19.049,430,5.7,English,Horror,,,,
5750,31 December 1999,The Virgin Suicides,The Virgin Suicides,19.043,2435,7.1,English,Drama,,,,
5751,12 May 2015,Batman Unlimited: Animal Instincts,Batman Unlimited: Animal Instincts,19.042,119,5.7,English,Action,,,,
5752,17 October 2014,Extraterrestrial,Extraterrestrial,19.042,393,5.5,English,Horror,,,,
5753,16 April 1999,All About My Mother,All About My Mother,19.042,1409,7.7,Spanish,Comedy,,,,
5754,25 April 2015,Beyond the Boundary: I'll Be Here ‚Äì Future,Beyond The Boundary: I'Ll Be Here ¬Äì Future,19.041,62,7.5,Japanese,Animation, Comedy,,,
5755,04 December 2009,Armored,Armored,19.039,512,5.7,English,Action, Mystery,,,
5756,09 September 2021,The Women and the Murderer,The Women And The Murderer,19.037,18,6,French,Documentary,,,,
5757,29 September 2020,Welcome to Sudden Death,Welcome To Sudden Death,19.037,231,6.3,English,Action,,,,
5758,09 October 2013,Blue Is the Warmest Color,Blue Is The Warmest Color,19.035,3787,7.1,French,Romance,,,,
5759,11 August 1989,A Nightmare on Elm Street: The Dream Child,A Nightmare On Elm Street: The Dream Child,19.03,901,5.4,English,Horror,,,,
5760,08 February 2022,Miss Willoughby and the Haunted Bookshop,Miss Willoughby And The Haunted Bookshop,19.028,5,4.4,English,Mystery,,,,
5761,15 June 1973,Battle for the Planet of the Apes,Battle For The Planet Of The Apes,19.026,648,5.7,English,Action,,,,
5762,29 October 1946,Beauty and the Beast,Beauty And The Beast,19.024,449,7.5,French,Drama,,,,
5763,10 December 2015,Heidi,Heidi,19.023,316,7.1,German,Adventure,,,,
5764,02 April 1981,Christiane F.,Christiane F.,19.022,1019,7.3,German,Drama,,,,
5765,08 October 2013,Beneath,Beneath,19.02,119,5.4,English,Horror,,,,
5766,21 August 2014,Wild Tales,Wild Tales,19.015,2574,7.8,Spanish,Drama,,,,
5767,25 October 2018,The Girl in the Spider's Web,The Girl In The Spider'S Web,19.014,1069,6.1,English,Action,,,,
5768,02 March 1976,Salon Kitty,Salon Kitty,19.014,84,5.4,Italian,Drama,,,,
5769,26 February 1998,You've Got Mail,You'Ve Got Mail,19.012,2597,6.6,English,Comedy,,,,
5770,06 October 2014,Monster High: Freaky Fusion,Monster High: Freaky Fusion,19.009,82,7.7,English,Animation,,,,
5771,01 January 1993,Farewell My Concubine,Farewell My Concubine,19.009,353,7.9,Chinese,Drama,,,,
5772,25 December 1973,The Sting,The Sting,19.009,1932,8,English,Comedy,,,,
5773,02 October 1980,The Elephant Man,The Elephant Man,19.009,2605,8.1,English,Drama,,,,
5774,25 September 1962,The Longest Day,The Longest Day,19,721,7.6,English,War,,,,
5775,27 December 1991,Fried Green Tomatoes,Fried Green Tomatoes,18.993,1033,7.7,English,Drama,,,,
5776,09 October 1992,A River Runs Through It,A River Runs Through It,18.993,783,7.1,English,Drama,,,,
5777,09 May 2018,Sorry Angel,Sorry Angel,18.992,180,6.9,French,Drama,,,,
5778,23 July 1993,Coneheads,Coneheads,18.99,710,5.3,English,Comedy,,,,
5779,05 April 2007,The Reaping,The Reaping,18.99,636,5.7,English,Horror,,,,
5780,14 November 2003,Master and Commander: The Far Side of the World,Master And Commander: The Far Side Of The World,18.989,2408,7.1,English,Adventure,,,,
5781,27 February 2015,After the Ball,After The Ball,18.985,232,6.4,English,Comedy,,,,
5782,27 December 2017,1987: When the Day Comes,1987: When The Day Comes,18.978,95,8,Korean,Drama,,,,
5783,16 April 1999,The Thirteenth Floor,The Thirteenth Floor,18.975,980,7,English,Thriller,,,,
5784,11 May 2008,Never Cry Werewolf,Never Cry Werewolf,18.972,73,5.7,English,Horror,,,,
5785,17 July 1999,My Neighbors the Yamadas,My Neighbors The Yamadas,18.972,353,6.9,Japanese,Animation,,,,
5786,17 November 2001,Frailty,Frailty,18.97,879,7,English,Drama,,,,
5787,23 October 2015,Bone Tomahawk,Bone Tomahawk,18.965,1601,6.8,English,Western,,,,
5788,20 June 2008,Camp Rock,Camp Rock,18.961,1832,6.4,English,Family, TV Movie, Romance,,
5789,04 February 2014,Marvel One-Shot: All Hail the King,Marvel One-Shot: All Hail The King,18.96,338,6.9,English,Action,,,,
5790,17 November 2000,The 6th Day,The 6Th Day,18.956,1573,5.9,English,Science Fiction,,,,
5791,16 October 2014,The Town that Dreaded Sundown,The Town That Dreaded Sundown,18.955,341,5.8,English,Thriller,,,,
5792,13 September 2012,Marvel One-Shot: Item 47,Marvel One-Shot: Item 47,18.95,347,6.5,English,Science Fiction,,,,
5793,19 February 2022,The Wedding Veil Legacy,The Wedding Veil Legacy,18.948,6,5.8,English,TV Movie,,,,
5794,27 July 2000,Nutty Professor II: The Klumps,Nutty Professor Ii: The Klumps,18.948,1036,5,English,Fantasy,,,,
5795,01 October 2021,Old Henry,Old Henry,18.946,138,7.4,English,Western,,,,
5796,27 April 2017,Unlocked,Unlocked,18.946,869,6.2,English,Action,,,,
5797,08 December 1965,Fantomas Unleashed,Fantomas Unleashed,18.946,378,6.7,French,Comedy,,,,
5798,04 April 2019,Little,Little,18.936,542,6.8,English,Comedy,,,,
5799,09 August 2014,The Captive,The Captive,18.935,907,5.9,English,Drama,,,,
5800,10 June 2019,Playmobil: The Movie,Playmobil: The Movie,18.932,200,5.7,English,Family,,,,
5801,02 June 2017,The Recall,The Recall,18.926,293,4.6,English,Science Fiction,,,,
5802,30 April 2015,Barely Lethal,Barely Lethal,18.924,888,5.8,English,Adventure,,,,
5803,12 November 2015,Love the Coopers,Love The Coopers,18.921,655,6,English,Comedy,,,,
5804,17 September 2010,Alpha and Omega,Alpha And Omega,18.921,410,5.9,English,Animation, Romance,,,
5805,31 July 1987,The Lost Boys,The Lost Boys,18.92,1493,7,English,Horror,,,,
5806,03 September 2021,Misha and the Wolves,Misha And The Wolves,18.918,17,7.2,English,Documentary,,,,
5807,31 August 2012,Cockneys vs Zombies,Cockneys Vs Zombies,18.918,313,5.7,English,Comedy,,,,
5808,07 March 2018,The Stolen Princess,The Stolen Princess,18.915,94,6.8,English,Animation,,,,
5809,22 October 2016,Don't Hang Up,Don'T Hang Up,18.913,394,6.1,English,Horror,,,,
5810,27 July 2005,Stealth,Stealth,18.911,775,5.3,English,Science Fiction,,,,
5811,22 March 2012,Argo,Argo,18.91,6981,7.3,English,Drama,,,,
5812,06 December 1984,2010,2010,18.91,715,6.7,English,Thriller,,,,
5813,24 April 2013,Iron Man: Rise of Technovore,Iron Man: Rise Of Technovore,18.908,130,5.8,Japanese,Science Fiction,,,,
5814,13 November 2015,Harmony,Harmony,18.905,56,7.1,Japanese,Thriller,,,,
5815,17 December 1986,Allan Quatermain and the Lost City of Gold,Allan Quatermain And The Lost City Of Gold,18.898,198,4.8,English,Adventure,,,,
5816,10 April 1997,Jackie Brown,Jackie Brown,18.897,5146,7.3,English,Crime,,,,
5817,25 March 2014,"Monster High: Frights, Camera, Action!","Monster High: Frights, Camera, Action!",18.896,91,7.1,English,Family,,,,
5818,18 October 1941,The Maltese Falcon,The Maltese Falcon,18.893,1223,7.8,English,Mystery,,,,
5819,03 March 1998,Run Lola Run,Run Lola Run,18.89,1674,7.3,German,Action,,,,
5820,22 April 2021,This Little Love of Mine,This Little Love Of Mine,18.889,90,6.3,English,Romance,,,,
5821,27 July 2017,Sleeping Beauties,Sleeping Beauties,18.887,10,3.9,English,Fantasy,,,,
5822,05 October 1989,The Punisher,The Punisher,18.882,422,5.7,English,Action,,,,
5823,12 December 1993,In the Name of the Father,In The Name Of The Father,18.88,1321,7.9,English,Drama,,,,
5824,12 March 2020,Misbehaviour,Misbehaviour,18.877,184,6.4,English,Drama,,,,
5825,31 August 2002,Ken Park,Ken Park,18.876,392,5.8,English,Drama,,,,
5826,06 July 2015,Love,Love,18.875,1891,6.4,English,Drama,,,,
5827,30 July 1999,Runaway Bride,Runaway Bride,18.875,1597,6.1,English,Comedy,,,,
5828,27 July 2006,Miami Vice,Miami Vice,18.873,1332,5.9,English,Action,,,,
5829,04 January 2019,Rust Creek,Rust Creek,18.864,215,6.4,English,Thriller,,,,
5830,20 November 2015,Criminal Activities,Criminal Activities,18.861,245,5.9,English,Thriller,,,,
5831,12 December 2013,Fir Crazy,Fir Crazy,18.858,54,5.9,English,Comedy,,,,
5832,03 August 2007,Bratz,Bratz,18.858,349,5.7,English,Comedy,,,,
5833,25 November 1984,The Ewok Adventure,The Ewok Adventure,18.855,239,6,English,Adventure, TV Movie,,,
5834,08 January 2016,Lamb,Lamb,18.849,43,6.3,English,Drama,,,,
5835,22 March 2000,Romeo Must Die,Romeo Must Die,18.847,900,6.2,English,Action,,,,
5836,06 February 1927,Metropolis,Metropolis,18.847,1999,8.2,German,Drama,,,,
5837,08 February 2019,Drunk Parents,Drunk Parents,18.842,192,4.7,English,Comedy,,,,
5838,02 April 2008,The Ruins,The Ruins,18.842,851,5.9,English,Horror,,,,
5839,09 January 2003,Just Married,Just Married,18.841,1086,5.7,English,Comedy,,,,
5840,07 September 2018,Next Gen,Next Gen,18.839,586,7,English,Animation,,,,
5841,18 April 2014,13 Sins,13 Sins,18.839,865,6.3,English,Horror,,,,
5842,16 December 2016,The Lighthouse of the Orcas,The Lighthouse Of The Orcas,18.838,179,7,Spanish,Drama,,,,
5843,24 December 2013,Police Story: Lockdown,Police Story: Lockdown,18.835,250,6,Chinese,Action,,,,
5844,09 September 1997,Cube,Cube,18.834,3704,6.8,English,Thriller,,,,
5845,26 February 1999,8MM,8Mm,18.833,1483,6.4,English,Thriller,,,,
5846,01 June 2007,Mr. Brooks,Mr. Brooks,18.825,1346,6.9,English,Crime,,,,
5847,03 December 2015,My Friend's Wife,My Friend'S Wife,18.824,4,6.3,Korean,Romance,,,,
5848,05 February 1988,The Unbearable Lightness of Being,The Unbearable Lightness Of Being,18.824,320,7.1,English,Comedy,,,,
5849,15 November 2019,Waves,Waves,18.823,409,7.5,English,Romance,,,,
5850,21 July 1984,Macross: Do You Remember Love?,Macross: Do You Remember Love?,18.823,53,6.9,Japanese,Animation, Romance, Music,,
5851,10 August 2012,Grabbers,Grabbers,18.815,334,6.1,English,Science Fiction, Mystery,,,
5852,17 January 2005,Chaos,Chaos,18.815,787,6.3,English,Drama,,,,
5853,10 September 2017,Berlin Drifters,Berlin Drifters,18.813,7,5,Japanese,Drama,,,,
5854,26 October 2013,Puella Magi Madoka Magica the Movie Part III: Rebellion,Puella Magi Madoka Magica The Movie Part Iii: Rebellion,18.811,131,7.7,Japanese,Mystery,,,,
5855,25 May 2018,After the Rain,After The Rain,18.808,28,7.6,Japanese,Romance,,,,
5856,30 September 2016,Denial,Denial,18.808,521,6.8,English,Drama,,,,
5857,04 March 2011,Perras,Perras,18.806,142,6.8,Spanish,Thriller,,,,
5858,28 April 2009,S. Darko,S. Darko,18.804,375,4.3,English,Thriller,,,,
5859,31 October 2000,The Crow: Salvation,The Crow: Salvation,18.804,241,5.4,English,Action, Mystery,,,
5860,30 March 1984,Romancing the Stone,Romancing The Stone,18.804,1386,6.7,English,Adventure,,,,
5861,01 February 2019,Velvet Buzzsaw,Velvet Buzzsaw,18.803,1594,5.3,English,Thriller,,,,
5862,01 December 1956,Sissi: The Young Empress,Sissi: The Young Empress,18.802,271,7.2,German,Drama,,,,
5863,20 October 1995,Get Shorty,Get Shorty,18.801,773,6.5,English,Comedy,,,,
5864,24 September 2004,The Forgotten,The Forgotten,18.8,904,5.9,English,Thriller, Science Fiction,,,
5865,08 November 2002,Love Hurts,Love Hurts,18.799,187,7.6,Spanish,Drama,,,,
5866,25 September 2016,Certain Women,Certain Women,18.798,247,5.9,English,Drama,,,,
5867,13 March 2001,Exit Wounds,Exit Wounds,18.79,344,5.6,English,Action,,,,
5868,09 October 2012,Monster High: Ghouls Rule,Monster High: Ghouls Rule,18.789,77,6.7,English,Animation,,,,
5869,19 April 1973,High Plains Drifter,High Plains Drifter,18.785,798,7.4,English,Western,,,,
5870,09 March 2006,The Shaggy Dog,The Shaggy Dog,18.784,465,4.9,English,Comedy,,,,
5871,12 September 1997,The Game,The Game,18.784,4915,7.6,English,Drama,,,,
5872,02 October 2015,Burnt,Burnt,18.777,2738,6.5,English,Drama,,,,
5873,17 November 1989,All Dogs Go to Heaven,All Dogs Go To Heaven,18.777,807,6.7,English,Drama, Fantasy,,,
5874,06 May 2015,Careful What You Wish For,Careful What You Wish For,18.774,327,6.1,English,Drama,,,,
5875,16 June 2021,Pray Away,Pray Away,18.773,43,7,English,Documentary,,,,
5876,07 March 2015,Doraemon: Nobita and the Space Heroes,Doraemon: Nobita And The Space Heroes,18.772,47,6.1,Japanese,Comedy, Science Fiction, Fantasy,,
5877,05 June 1987,Harry and the Hendersons,Harry And The Hendersons,18.772,541,6.1,English,Comedy,,,,
5878,04 February 2017,Lupin the Third: Goemon's Blood Spray,Lupin The Third: Goemon'S Blood Spray,18.77,94,7.9,Japanese,Animation,,,,
5879,04 October 2006,Shortbus,Shortbus,18.77,368,6.4,English,Romance,,,,
5880,16 September 2003,Evil,Evil,18.763,241,7.3,Swedish,Drama,,,,
5881,30 January 1998,Ringu,Ringu,18.762,979,7.1,Japanese,Horror,,,,
5882,22 February 2020,Time to Hunt,Time To Hunt,18.76,214,7.2,Korean,Drama,,,,
5883,03 September 2007,Hotel Chevalier,Hotel Chevalier,18.756,655,7,English,Drama,,,,
5884,29 September 2015,Swat: Unit 887,Swat: Unit 887,18.754,16,5,English,Thriller,,,,
5885,07 November 1963,"It's a Mad, Mad, Mad, Mad World","It'S A Mad, Mad, Mad, Mad World",18.752,407,7,English,Action,,,,
5886,20 March 2014,Muppets Most Wanted,Muppets Most Wanted,18.751,676,6.3,English,Comedy,,,,
5887,04 December 1998,Psycho,Psycho,18.749,776,5.1,English,Mystery,,,,
5888,24 December 2003,Cold Mountain,Cold Mountain,18.746,1401,6.9,English,Adventure,,,,
5889,11 July 2021,Jackass Shark Week,Jackass Shark Week,18.741,4,5.5,English,Comedy,,,,
5890,27 March 2009,The Haunting in Connecticut,The Haunting In Connecticut,18.74,892,6.2,English,Thriller,,,,
5891,11 May 1984,Firestarter,Firestarter,18.739,490,6.2,English,Horror,,,,
5892,21 October 2013,Green Street Hooligans: Underground,Green Street Hooligans: Underground,18.737,113,5.3,English,Action,,,,
5893,10 March 2022,Iblis Dalam Kandungan,Iblis Dalam Kandungan,18.733,0,0,English,Horror,,,,
5894,31 January 2013,Bullet to the Head,Bullet To The Head,18.732,1007,5.5,English,Action,,,,
5895,31 October 1999,Mickey's Once Upon a Christmas,Mickey'S Once Upon A Christmas,18.726,513,7.1,English,Animation,,,,
5896,21 August 2020,Words on Bathroom Walls,Words On Bathroom Walls,18.725,397,8,English,Drama,,,,
5897,04 December 1990,Awakenings,Awakenings,18.725,1844,7.8,English,Drama,,,,
5898,21 November 2007,August Rush,August Rush,18.725,2316,7.4,English,Family,,,,
5899,31 August 1949,The Third Man,The Third Man,18.725,1339,8,English,Thriller,,,,
5900,14 November 2017,Batman vs. Two-Face,Batman Vs. Two-Face,18.724,130,6.4,English,Action,,,,
5901,31 October 2019,Motherless Brooklyn,Motherless Brooklyn,18.723,1099,6.7,English,Drama,,,,
5902,12 July 2002,Reign of Fire,Reign Of Fire,18.723,1749,6.1,English,Adventure,,,,
5903,01 July 1987,Adventures in Babysitting,Adventures In Babysitting,18.722,491,6.8,English,Comedy,,,,
5904,29 September 2017,Zombies,Zombies,18.721,31,5.6,German,Horror,,,,
5905,17 July 2008,Felon,Felon,18.721,646,7.2,English,Action,,,,
5906,25 March 2016,The Whole Truth,The Whole Truth,18.716,902,6.5,English,Drama,,,,
5907,17 May 1977,Playing with Love,Playing With Love,18.716,47,5.1,Italian,Drama,,,,
5908,08 June 2010,Mortal Kombat: Rebirth,Mortal Kombat: Rebirth,18.715,103,6.7,English,Action,,,,
5909,03 February 2000,The Beach,The Beach,18.713,3551,6.4,English,Drama,,,,
5910,15 September 2000,Almost Famous,Almost Famous,18.712,2110,7.5,English,Drama,,,,
5911,09 October 2020,Clouds,Clouds,18.71,802,8.4,English,Music,,,,
5912,19 August 2014,Scooby-Doo! Frankencreepy,Scooby-Doo! Frankencreepy,18.709,142,7.7,English,Mystery,,,,
5913,01 February 1991,My Own Private Idaho,My Own Private Idaho,18.708,866,7.1,English,Drama,,,,
5914,14 February 1991,Nothing but Trouble,Nothing But Trouble,18.707,256,5.2,English,Comedy,,,,
5915,28 April 2021,Get the Grift,Get The Grift,18.706,70,6.6,Portuguese,Comedy,,,,
5916,19 November 2020,Dance of the Forty One,Dance Of The Forty One,18.704,138,8,Spanish,Drama,,,,
5917,04 May 2018,Tully,Tully,18.704,1167,6.8,English,Comedy,,,,
5918,22 July 2011,Another Earth,Another Earth,18.702,1290,6.7,English,Drama,,,,
5919,21 November 1931,Frankenstein,Frankenstein,18.702,1110,7.5,English,Drama,,,,
5920,19 May 2003,Dogville,Dogville,18.701,1892,7.8,English,Crime,,,,
5921,10 February 1989,The Fly II,The Fly Ii,18.7,455,5.5,English,Horror,,,,
5922,26 May 2014,Petals on the Wind,Petals On The Wind,18.694,171,6.4,English,TV Movie,,,,
5923,01 October 2002,Boat Trip,Boat Trip,18.694,502,5.3,English,Comedy,,,,
5924,17 March 2001,Visitor Q,Visitor Q,18.694,316,6.4,Japanese,Comedy,,,,
5925,31 August 2012,Fire with Fire,Fire With Fire,18.69,558,5.7,English,Action,,,,
5926,19 August 2016,Boy Missing,Boy Missing,18.683,216,6.4,Spanish,Mystery,,,,
5927,09 October 1992,1492: Conquest of Paradise,1492: Conquest Of Paradise,18.683,605,6.1,English,Action,,,,
5928,18 May 2010,Of Gods and Men,Of Gods And Men,18.682,280,6.7,French,Drama,,,,
5929,18 August 2018,The Seven Deadly Sins: Prisoners of the Sky,The Seven Deadly Sins: Prisoners Of The Sky,18.677,886,7.6,Japanese,Action,,,,
5930,05 August 1988,The Blob,The Blob,18.675,620,6.7,English,Horror,,,,
5931,24 May 2019,Assimilate,Assimilate,18.671,195,6.5,English,Horror,,,,
5932,20 January 2001,Intimacy,Intimacy,18.669,414,6.4,English,Romance,,,,
5933,27 January 2009,Hulk vs. Wolverine,Hulk Vs. Wolverine,18.664,186,7.1,English,Animation, Fantasy,,,
5934,17 March 2004,The Chorus,The Chorus,18.663,1937,7.7,French,Drama,,,,
5935,24 December 1925,Battleship Potemkin,Battleship Potemkin,18.663,840,7.7,Russian,Drama,,,,
5936,27 December 2007,The Great Debaters,The Great Debaters,18.662,439,7.2,English,Drama,,,,
5937,29 July 2005,The Skeleton Key,The Skeleton Key,18.661,1630,6.6,English,Drama,,,,
5938,01 October 1998,A Night at the Roxbury,A Night At The Roxbury,18.66,678,6.6,English,Comedy,,,,
5939,19 September 2018,Climax,Climax,18.657,1518,7.1,French,Drama,,,,
5940,10 September 1988,Paperhouse,Paperhouse,18.656,98,6.8,English,Drama,,,,
5941,08 February 1980,The Fog,The Fog,18.654,1069,6.7,English,Horror,,,,
5942,06 August 2004,Open Water,Open Water,18.653,852,5.5,English,Drama,,,,
5943,07 September 2007,The Assassination of Jesse James by the Coward Robert Ford,The Assassination Of Jesse James By The Coward Robert Ford,18.651,1946,7.1,English,Action,,,,
5944,11 April 2007,Perfect Stranger,Perfect Stranger,18.648,715,5.8,English,Thriller,,,,
5945,01 February 2014,The Hungover Games,The Hungover Games,18.645,396,4.1,English,Comedy,,,,
5946,20 July 2011,Apollo 18,Apollo 18,18.64,784,5.3,English,Horror,,,,
5947,03 March 2022,Whindersson Nunes: √â de Mim Mesmo,Whindersson Nunes: √â De Mim Mesmo,18.637,12,6.8,Portuguese,Comedy,,,,
5948,11 March 2022,Ash & Dust,Ash & Dust,18.634,0,0,English,Crime,,,,
5949,21 February 2003,The Life of David Gale,The Life Of David Gale,18.632,1561,7.4,English,Drama,,,,
5950,14 November 1980,Raging Bull,Raging Bull,18.628,3274,8,English,Drama,,,,
5951,26 October 2005,How Much Do You Love Me?,How Much Do You Love Me?,18.623,113,5.7,French,Comedy,,,,
5952,26 October 2018,Air Strike,Air Strike,18.621,178,4.9,English,Drama,,,,
5953,14 June 2019,Shaft,Shaft,18.62,1350,6.6,English,Action,,,,
5954,23 January 2020,The Turning,The Turning,18.618,758,6,English,Horror,,,,
5955,16 September 1953,The Robe,The Robe,18.618,171,6.8,English,Drama,,,,
5956,31 October 2002,The Santa Clause 2,The Santa Clause 2,18.617,1003,5.9,English,Fantasy,,,,
5957,31 May 1995,La Haine,La Haine,18.616,2874,8.1,French,Drama,,,,
5958,03 December 2013,Iron Man & Hulk: Heroes United,Iron Man & Hulk: Heroes United,18.615,144,5.7,English,Action,,,,
5959,29 February 2016,Mr. Right,Mr. Right,18.614,1100,6.4,English,Comedy,,,,
5960,23 June 1976,Logan's Run,Logan'S Run,18.614,678,6.6,English,Action,,,,
5961,18 March 2014,Marvel Studios: Assembling a Universe,Marvel Studios: Assembling A Universe,18.607,125,7.1,English,TV Movie,,,,
5962,25 March 1983,Fire and Ice,Fire And Ice,18.607,169,6.5,English,Animation,,,,
5963,19 June 2020,Disclosure,Disclosure,18.604,100,8.2,English,Documentary,,,,
5964,25 December 2014,The Gambler,The Gambler,18.6,1114,5.9,English,Thriller,,,,
5965,19 May 2006,See No Evil,See No Evil,18.6,492,5.4,English,Horror,,,,
5966,08 March 2018,Gringo,Gringo,18.595,596,5.9,English,Comedy,,,,
5967,06 June 2013,V/H/S/2,V/H/S/2,18.595,775,6.3,English,Horror,,,,
5968,03 July 2015,Cartel Land,Cartel Land,18.591,295,7.2,English,Drama,,,,
5969,04 June 2015,Obsession,Obsession,18.589,135,6.2,Dutch,Romance,,,,
5970,12 July 2014,K: Missing Kings,K: Missing Kings,18.589,34,6.4,Japanese,Animation,,,,
5971,29 December 1964,Kwaidan,Kwaidan,18.587,254,7.8,Japanese,Fantasy,,,,
5972,22 December 2010,True Grit,True Grit,18.585,4309,7.3,English,Drama,,,,
5973,21 October 2010,Open Season 3,Open Season 3,18.58,445,5.7,English,Adventure,,,,
5974,07 November 2019,The Personal History of David Copperfield,The Personal History Of David Copperfield,18.579,332,6.5,English,Comedy,,,,
5975,20 October 2017,Cold Skin,Cold Skin,18.578,440,6.2,English,Horror,,,,
5976,18 October 2014,Finders Keepers,Finders Keepers,18.578,140,4.7,English,Mystery,,,,
5977,01 May 1987,Creepshow 2,Creepshow 2,18.574,394,6.2,English,Horror,,,,
5978,22 December 2016,Sexology,Sexology,18.573,4,4.8,English,Documentary,,,,
5979,15 December 2012,Scooby-Doo! Mask of the Blue Falcon,Scooby-Doo! Mask Of The Blue Falcon,18.573,114,7.9,English,Animation, Family,,,
5980,08 December 2017,Pyewacket,Pyewacket,18.572,232,5.9,English,Thriller,,,,
5981,25 December 2016,Live by Night,Live By Night,18.571,1090,6.2,English,Crime,,,,
5982,11 April 2009,Crows Zero II,Crows Zero Ii,18.568,145,7.2,Japanese,Action,,,,
5983,09 September 2016,The Disappointments Room,The Disappointments Room,18.564,374,4.5,English,Horror,,,,
5984,02 November 2017,Gnome Alone,Gnome Alone,18.56,193,6.2,English,Family, Fantasy,,,
5985,10 February 2017,Kiss and Cry,Kiss And Cry,18.559,384,7.4,English,Romance,,,,
5986,26 March 2015,Get Hard,Get Hard,18.559,2224,6,English,Comedy,,,,
5987,09 October 2020,Percy,Percy,18.558,43,7,English,Drama,,,,
5988,22 May 2014,Mommy,Mommy,18.556,2241,8.3,French,Drama,,,,
5989,20 April 1935,The Bride of Frankenstein,The Bride Of Frankenstein,18.556,658,7.6,English,Drama,,,,
5990,16 June 2012,Piranhaconda,Piranhaconda,18.554,106,5.2,English,Horror,,,,
5991,19 June 2014,What We Do in the Shadows,What We Do In The Shadows,18.553,2744,7.6,English,Comedy,,,,
