ID,Release_Date,Title,TITLE,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,,,,
1518,10 September 2017,Disobedience,Disobedience,49.958,902,6.9,English,Drama,,,,
1519,11 August 2005,The Protector,The Protector,49.915,620,7.1,Thai,Action,,,,
1520,28 January 2015,Project Almanac,Project Almanac,49.903,2081,6.6,English,Science Fiction,,,,
1521,12 August 2021,Respect,Respect,49.887,178,6.7,English,Music,,,,
1522,16 December 2016,Fences,Fences,49.837,2137,6.8,English,Drama,,,,
1523,06 November 2019,Midway,Midway,49.811,1808,7.1,English,War,,,,
1524,14 September 2017,Leatherface,Leatherface,49.774,971,5.5,English,Horror,,,,
1525,02 August 1986,Castle in the Sky,Castle In The Sky,49.745,3097,8,Japanese,Adventure, Family, Romance,,
1526,18 November 2010,The Next Three Days,The Next Three Days,49.733,2311,7.1,English,Romance,,,,
1527,21 June 2019,Twilight,Twilight,49.714,15,6.5,Japanese,Animation,,,,
1528,06 August 2021,John and the Hole,John And The Hole,49.709,28,6.1,English,Thriller,,,,
1529,26 September 2008,Fireproof,Fireproof,49.679,503,7.4,English,Drama,,,,
1530,15 January 2009,Paul Blart: Mall Cop,Paul Blart: Mall Cop,49.675,2017,5.4,English,Action,,,,
1531,25 July 2003,Spy Kids 3-D: Game Over,Spy Kids 3-D: Game Over,49.656,1764,5.1,English,Action, Science Fiction,,,
1532,01 January 2021,The Ogglies: Welcome to Smelliville,The Ogglies: Welcome To Smelliville,49.618,43,7.3,English,Animation,,,,
1533,25 November 2021,"Diego, The Last Goodbye","Diego, The Last Goodbye",49.606,2,6,Spanish,Documentary,,,,
1534,27 September 2003,Barbie of Swan Lake,Barbie Of Swan Lake,49.588,898,7,English,Animation,,,,
1535,01 November 2014,Dragons: Dawn Of The Dragon Racers,Dragons: Dawn Of The Dragon Racers,49.56,265,7.2,English,Animation, Fantasy,,,
1536,26 January 2006,Fearless,Fearless,49.521,971,7.5,Chinese,Drama,,,,
1537,07 March 2022,The Fourth Musketeer,The Fourth Musketeer,49.462,1,6,English,Action,,,,
1538,05 July 2001,Shaolin Soccer,Shaolin Soccer,49.401,1633,7,Chinese,Action,,,,
1539,20 December 2012,Chinese Zodiac,Chinese Zodiac,49.395,630,6.2,Chinese,Action,,,,
1540,18 October 2018,Halloween,Halloween,49.34,3748,6.5,English,Horror,,,,
1541,05 June 2021,The Forgotten Battle,The Forgotten Battle,49.317,359,7.2,Dutch,War,,,,
1542,21 June 1996,The Hunchback of Notre Dame,The Hunchback Of Notre Dame,49.284,4118,7.1,English,Drama,,,,
1543,01 January 2004,Scandalous Sex,Scandalous Sex,49.273,77,7.2,English,Drama,,,,
1544,02 November 2011,Tower Heist,Tower Heist,49.227,2385,6,English,Action,,,,
1545,12 July 1997,Princess Mononoke,Princess Mononoke,49.163,6148,8.4,Japanese,Adventure,,,,
1546,04 April 2019,Pet Sematary,Pet Sematary,49.148,2643,5.7,English,Horror,,,,
1547,24 July 2020,Don't Listen,Don'T Listen,49.134,561,6.5,Spanish,Drama,,,,
1548,22 November 1991,The Addams Family,The Addams Family,49.114,3545,7,English,Comedy,,,,
1549,02 June 2021,Kids Are Back,Kids Are Back,49.101,43,5.1,French,Comedy,,,,
1550,12 December 2014,Tinker Bell and the Legend of the NeverBeast,Tinker Bell And The Legend Of The Neverbeast,49.075,761,7.1,English,Adventure,,,,
1551,22 August 1986,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,49.066,585,5.6,English,Comedy,,,,
1552,15 October 2019,Mermaid Down,Mermaid Down,49.057,229,6.7,English,Horror,,,,
1553,12 August 2014,Crystal Skulls,Crystal Skulls,49.02,20,4.8,English,Adventure,,,,
1554,26 February 2021,Crazy About Her,Crazy About Her,48.978,363,7.2,Spanish,Comedy,,,,
1555,15 May 2019,"The Gangster, the Cop, the Devil","The Gangster, The Cop, The Devil",48.978,497,7.7,Korean,Crime,,,,
1556,26 May 1994,The Flintstones,The Flintstones,48.973,1953,5.3,English,Fantasy,,,,
1557,02 March 2016,London Has Fallen,London Has Fallen,48.967,3894,6.1,English,Action,,,,
1558,25 August 2012,Rurouni Kenshin Part I: Origins,Rurouni Kenshin Part I: Origins,48.966,571,7.6,Japanese,Adventure,,,,
1559,21 October 2010,Saw 3D,Saw 3D,48.956,2303,6,English,Horror,,,,
1560,10 May 2017,King Arthur: Legend of the Sword,King Arthur: Legend Of The Sword,48.942,4799,6.5,English,Action,,,,
1561,08 October 2020,Initiation,Initiation,48.939,72,5.7,English,Horror,,,,
1562,18 November 2020,The Christmas Chronicles: Part Two,The Christmas Chronicles: Part Two,48.904,749,6.6,English,Family,,,,
1563,12 June 2019,Men in Black: International,Men In Black: International,48.89,3839,6,English,Comedy,,,,
1564,13 April 2000,American Psycho,American Psycho,48.874,7608,7.4,English,Thriller,,,,
1565,05 May 2020,Justice League Dark: Apokolips War,Justice League Dark: Apokolips War,48.866,1134,8.4,English,Animation, Science Fiction,,,
1566,25 August 2013,I Spit on Your Grave 2,I Spit On Your Grave 2,48.865,981,6.3,English,Thriller,,,,
1567,12 September 2009,Hole in One,Hole In One,48.844,80,4.1,English,Comedy,,,,
1568,14 October 2020,A Babysitter's Guide to Monster Hunting,A Babysitter'S Guide To Monster Hunting,48.823,232,6.2,English,Family,,,,
1569,12 September 2013,Insidious: Chapter 2,Insidious: Chapter 2,48.789,3337,6.7,English,Horror,,,,
1570,09 March 2012,Into the White,Into The White,48.761,232,6.9,Norwegian,War,,,,
1571,13 April 2022,Ladybug & Cat Noir: Awakening,Ladybug & Cat Noir: Awakening,48.706,0,0,English,Action, Music,,,
1572,12 June 2020,Artemis Fowl,Artemis Fowl,48.688,1331,5.7,English,Adventure, Action,,,
1573,18 July 2003,Bad Boys II,Bad Boys Ii,48.663,4370,6.6,English,Adventure, Crime,,,
1574,23 October 2017,Cult of Chucky,Cult Of Chucky,48.662,879,5.8,English,Horror,,,,
1575,05 August 2011,The Change-Up,The Change-Up,48.661,2218,6.1,English,Comedy,,,,
1576,25 December 1990,The Godfather: Part III,The Godfather: Part Iii,48.643,4777,7.4,English,Crime,,,,
1577,20 November 2012,Life of Pi,Life Of Pi,48.613,11391,7.4,English,Adventure,,,,
1578,03 November 2011,In the Name of the King 2: Two Worlds,In The Name Of The King 2: Two Worlds,48.607,98,3.9,English,Adventure,,,,
1579,26 June 1987,Full Metal Jacket,Full Metal Jacket,48.573,8349,8.1,English,Drama,,,,
1580,13 May 2016,Justice League vs. Teen Titans,Justice League Vs. Teen Titans,48.531,684,7.4,English,Science Fiction,,,,
1581,23 April 2021,Street Gang: How We Got to Sesame Street,Street Gang: How We Got To Sesame Street,48.486,13,6.7,English,Documentary,,,,
1582,29 September 2006,Facing the Giants,Facing The Giants,48.469,302,7.5,English,Drama,,,,
1583,05 October 2017,Woody Woodpecker,Woody Woodpecker,48.365,576,6.7,English,Comedy,,,,
1584,18 October 2019,Jojo Rabbit,Jojo Rabbit,48.361,7159,8.1,English,Comedy,,,,
1585,06 October 2020,Black Box,Black Box,48.319,369,6.5,English,Horror,,,,
1586,14 January 2010,Tooth Fairy,Tooth Fairy,48.314,1657,5.5,English,Comedy,,,,
1587,16 June 2016,Finding Dory,Finding Dory,48.31,10448,7,English,Adventure,,,,
1588,17 December 2015,Alvin and the Chipmunks: The Road Chip,Alvin And The Chipmunks: The Road Chip,48.286,1342,6,English,Adventure,,,,
1589,04 February 2021,Daisy Quokka: World’s Scariest Animal,Daisy Quokka: World’S Scariest Animal,48.282,52,6.9,English,Animation,,,,
1590,10 July 1981,The Fox and the Hound,The Fox And The Hound,48.282,2628,7.1,English,Adventure,,,,
1591,12 October 2021,Bright: Samurai Soul,Bright: Samurai Soul,48.275,34,6,Japanese,Animation,,,,
1592,30 July 1966,Batman,Batman,48.251,625,6.3,English,Family, Crime,,,
1593,01 July 2008,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb Of The Dragon Emperor,48.244,3630,5.4,English,Adventure,,,,
1594,16 March 2007,Dead Silence,Dead Silence,48.242,1765,6.4,English,Horror,,,,
1595,24 November 2021,8-Bit Christmas,8-Bit Christmas,48.223,200,6.5,English,Family,,,,
1596,22 April 2021,The Mitchells vs. the Machines,The Mitchells Vs. The Machines,48.151,1746,8,English,Animation, Science Fiction, Action,,
1597,24 February 2015,Dragonheart 3: The Sorcerer's Curse,Dragonheart 3: The Sorcerer'S Curse,48.137,200,5.4,English,Fantasy,,,,
1598,14 December 2006,The Pursuit of Happyness,The Pursuit Of Happyness,48.114,8072,7.9,English,Drama,,,,
1599,23 July 2015,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,48.086,7178,7.2,English,Action,,,,
1600,09 November 1984,A Nightmare on Elm Street,A Nightmare On Elm Street,48.07,3877,7.3,English,Horror,,,,
1601,22 September 2011,Killer Elite,Killer Elite,48.05,1700,6.3,English,Action,,,,
1602,12 December 2005,King Kong,King Kong,48.041,6463,6.8,English,Adventure,,,,
1603,07 March 2007,300,300,47.962,11481,7.2,English,Action,,,,
1604,18 August 2021,Drive My Car,Drive My Car,47.942,290,7.6,Japanese,Drama,,,,
1605,13 December 1978,Superman,Superman,47.937,2950,7.1,English,Science Fiction,,,,
1606,15 May 2002,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode Ii - Attack Of The Clones,47.917,10781,6.5,English,Adventure,,,,
1607,12 December 1997,Home Alone 3,Home Alone 3,47.907,2402,5.3,English,Comedy,,,,
1608,10 September 2014,No Good Deed,No Good Deed,47.905,524,6,English,Crime,,,,
1609,23 April 2021,We Broke Up,We Broke Up,47.816,20,6.1,English,Comedy,,,,
1610,25 January 2010,Barbie in A Mermaid Tale,Barbie In A Mermaid Tale,47.799,573,7.2,English,Animation,,,,
1611,15 September 2011,The Day,The Day,47.777,193,5.1,English,Action,,,,
1612,20 November 1990,Predator 2,Predator 2,47.765,2291,6.2,English,Science Fiction,,,,
1613,19 May 2015,Tomorrowland,Tomorrowland,47.761,6056,6.2,English,Adventure,,,,
1614,19 November 1993,Addams Family Values,Addams Family Values,47.707,2242,6.9,English,Comedy,,,,
1615,13 May 2016,Don't Blame the Kid,Don'T Blame The Kid,47.705,509,7.7,Spanish,Comedy,,,,
1616,02 October 2015,The Empire of Corpses,The Empire Of Corpses,47.691,70,6.1,Japanese,Animation,,,,
1617,05 May 2013,Star Trek Into Darkness,Star Trek Into Darkness,47.689,7899,7.3,English,Action,,,,
1618,16 October 2016,The Walking Dead: The Journey So Far,The Walking Dead: The Journey So Far,47.665,12,7.1,English,Documentary,,,,
1619,26 February 2016,Pandemic,Pandemic,47.651,260,5,English,Action,,,,
1620,10 March 2006,The Hills Have Eyes,The Hills Have Eyes,47.613,2289,6.4,English,Horror,,,,
1621,11 December 2021,Operation Merry Christmas: The Elf Con,Operation Merry Christmas: The Elf Con,47.598,28,7,Spanish,Comedy,,,,
1622,05 December 1990,Edward Scissorhands,Edward Scissorhands,47.581,10715,7.7,English,Fantasy,,,,
1623,30 July 2013,Justice League: The Flashpoint Paradox,Justice League: The Flashpoint Paradox,47.571,1407,7.9,English,Science Fiction,,,,
1624,11 December 2015,The Ridiculous 6,The Ridiculous 6,47.54,1107,5.2,English,Western,,,,
1625,10 August 2012,"Tad, the Lost Explorer","Tad, The Lost Explorer",47.538,413,6,Spanish,Animation,,,,
1626,15 June 1979,Rocky II,Rocky Ii,47.538,3319,7.2,English,Drama,,,,
1627,27 May 2021,Friends: The Reunion,Friends: The Reunion,47.536,814,8.1,English,Documentary,,,,
1628,25 June 1996,Independence Day,Independence Day,47.536,7896,6.8,English,Action,,,,
1629,10 December 2021,Being the Ricardos,Being The Ricardos,47.506,307,6.6,English,Drama,,,,
1630,18 October 2005,The Batman vs. Dracula,The Batman Vs. Dracula,47.472,247,7,English,Fantasy, Thriller, Science Fiction, Family, Mystery
1631,01 August 2003,American Wedding,American Wedding,47.448,3356,6.2,English,Comedy,,,,
1632,14 March 1995,Braveheart,Braveheart,47.357,8195,7.9,English,Action,,,,
1633,15 January 2008,Cloverfield,Cloverfield,47.345,5745,6.6,English,Action,,,,
1634,22 February 2012,Barbie in A Mermaid Tale 2,Barbie In A Mermaid Tale 2,47.32,344,7,English,Animation,,,,
1635,27 January 2021,Earwig and the Witch,Earwig And The Witch,47.305,140,6.1,Japanese,Animation,,,,
1636,10 October 2019,Miracle in Cell No. 7,Miracle In Cell No. 7,47.263,3872,8.3,Turkish,Drama,,,,
1637,17 October 2008,Diary of a Nymphomaniac,Diary Of A Nymphomaniac,47.237,232,5.5,Spanish,Drama,,,,
1638,26 May 1995,Casper,Casper,47.232,3789,6.3,English,Fantasy,,,,
1639,15 December 1995,Heat,Heat,47.195,5358,7.9,English,Action,,,,
1640,12 August 2021,Lokillo: Nothing's the Same,Lokillo: Nothing'S The Same,47.186,15,7.8,Spanish,Comedy,,,,
1641,14 April 2015,Batman vs. Robin,Batman Vs. Robin,47.178,697,7.3,English,Science Fiction,,,,
1642,24 September 2015,The Intern,The Intern,47.153,5473,7.2,English,Comedy,,,,
1643,11 July 2018,Skyscraper,Skyscraper,47.068,4082,6.3,English,Action,,,,
1644,30 July 2013,The Smurfs 2,The Smurfs 2,47.054,1801,5.8,English,Fantasy,,,,
1645,01 June 2016,The BFG,The Bfg,47.022,2791,6.2,English,Adventure,,,,
1646,04 December 2019,Spies in Disguise,Spies In Disguise,46.984,2202,7.7,English,Animation, Family,,,
1647,21 December 2016,Assassin's Creed,Assassin'S Creed,46.899,6719,5.4,English,Action,,,,
1648,16 October 2014,"Love, Rosie","Love, Rosie",46.882,5357,7.8,English,Comedy,,,,
1649,11 July 1999,Curse of the Blair Witch,Curse Of The Blair Witch,46.88,78,6.3,English,Horror,,,,
1650,06 January 2017,The Invisible Guest,The Invisible Guest,46.874,3622,8.2,Spanish,Drama,,,,
1651,15 July 1989,Dragon Ball Z: Dead Zone,Dragon Ball Z: Dead Zone,46.871,408,6.6,Japanese,Animation,,,,
1652,03 July 2019,Midsommar,Midsommar,46.858,4581,7.1,English,Horror,,,,
1653,15 June 2021,Mi otra yo,Mi Otra Yo,46.852,3,6.3,Spanish,Comedy,,,,
1654,26 September 2017,Jeepers Creepers 3,Jeepers Creepers 3,46.839,624,4.8,English,Horror,,,,
1655,15 September 2018,The House with a Clock in Its Walls,The House With A Clock In Its Walls,46.832,1761,6.2,English,Fantasy,,,,
1656,01 March 2003,Wicked Minds,Wicked Minds,46.804,14,5.2,English,Mystery,,,,
1657,09 November 2007,P2,P2,46.77,627,6.2,English,Horror,,,,
1658,30 August 1991,Child's Play 3,Child'S Play 3,46.761,1137,5.9,English,Horror,,,,
1659,14 February 2003,Daredevil,Daredevil,46.754,4127,5.2,English,Fantasy,,,,
1660,11 August 2011,30 Minutes or Less,30 Minutes Or Less,46.752,1344,5.7,English,Action,,,,
1661,17 November 2021,Bruised,Bruised,46.71,280,7,English,Drama,,,,
1662,22 September 1995,Se7en,Se7En,46.685,16665,8.3,English,Crime,,,,
1663,06 September 2018,Greta,Greta,46.672,999,6.6,English,Mystery,,,,
1664,22 January 2016,The Boy,The Boy,46.657,3176,5.9,English,Horror,,,,
1665,24 March 2004,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,46.617,2176,6,English,Mystery,,,,
1666,20 December 2017,The Greatest Showman,The Greatest Showman,46.533,7982,8,English,Drama,,,,
1667,26 April 2009,The Human Centipede (First Sequence),The Human Centipede (First Sequence),46.514,1648,5.2,English,Horror,,,,
1668,19 July 2015,Clean Sex,Clean Sex,46.503,13,7.5,Spanish,Comedy,,,,
1669,04 October 2005,Barbie and the Magic of Pegasus 3-D,Barbie And The Magic Of Pegasus 3-D,46.498,544,7.1,English,Animation,,,,
1670,23 May 2003,Bruce Almighty,Bruce Almighty,46.485,8972,6.7,English,Fantasy,,,,
1671,15 March 2009,Drag Me to Hell,Drag Me To Hell,46.473,2840,6.3,English,Horror,,,,
1672,26 September 2012,Looper,Looper,46.472,8754,6.9,English,Action,,,,
1673,24 December 2021,1000 Miles From Christmas,1000 Miles From Christmas,46.441,64,6.3,Spanish,Comedy,,,,
1674,16 February 2018,Samson,Samson,46.436,182,5.8,English,Action,,,,
1675,22 March 2007,Shooter,Shooter,46.414,3753,7.1,English,Action, Crime,,,
1676,07 September 2013,Space Pirate Captain Harlock,Space Pirate Captain Harlock,46.405,866,6.6,Japanese,Animation,,,,
1677,09 December 2004,Ocean's Twelve,Ocean'S Twelve,46.399,5949,6.6,English,Thriller,,,,
1678,19 July 2014,When Marnie Was There,When Marnie Was There,46.358,1366,8,Japanese,Animation,,,,
1679,09 April 2011,Green Lantern: Emerald Knights,Green Lantern: Emerald Knights,46.286,394,6.7,English,Action, Drama,,,
1680,22 February 2018,Annihilation,Annihilation,46.269,6998,6.4,English,Science Fiction,,,,
1681,14 June 1995,Pocahontas,Pocahontas,46.269,4758,7,English,Adventure,,,,
1682,28 June 2019,Porno,Porno,46.236,206,6.4,English,Comedy,,,,
1683,18 August 2017,What Happened to Monday,What Happened To Monday,46.203,5156,7.2,English,Science Fiction,,,,
1684,11 December 2019,Latte and the Magic Waterstone,Latte And The Magic Waterstone,46.175,84,6.7,German,Animation,,,,
1685,20 August 2010,Piranha 3D,Piranha 3D,46.161,1718,5.4,English,Comedy,,,,
1686,12 April 2012,The Cabin in the Woods,The Cabin In The Woods,46.146,6397,6.6,English,Horror,,,,
1687,30 October 2021,Sword Art Online the Movie -Progressive- Aria of a Starless Night,Sword Art Online The Movie -Progressive- Aria Of A Starless Night,46.145,10,8.1,Japanese,Animation,,,,
1688,09 May 1980,Friday the 13th,Friday The 13Th,46.145,2149,6.4,English,Horror,,,,
1689,07 December 2016,Sex Doll,Sex Doll,46.139,102,5.5,French,Drama,,,,
1690,15 October 2009,Astro Boy,Astro Boy,46.138,1214,6.3,English,Animation,,,,
1691,29 September 2021,Sounds Like Love,Sounds Like Love,46.136,109,6.6,Spanish,Comedy,,,,
1692,02 July 2003,Terminator 3: Rise of the Machines,Terminator 3: Rise Of The Machines,46.101,5301,6.1,English,Action,,,,
1693,06 October 2018,Re:ZERO -Starting Life in Another World- Memory Snow,Re:Zero -Starting Life In Another World- Memory Snow,46.083,139,7.2,Japanese,Animation,,,,
1694,06 December 2012,So Undercover,So Undercover,46.05,997,6.1,English,Action,,,,
1695,05 August 2015,Goosebumps,Goosebumps,45.998,3177,6.3,English,Adventure,,,,
1696,10 September 1981,The Evil Dead,The Evil Dead,45.99,2834,7.3,English,Horror,,,,
1697,08 August 2012,The Bourne Legacy,The Bourne Legacy,45.984,4805,6.2,English,Action,,,,
1698,25 December 2019,Little Women,Little Women,45.981,4628,7.9,English,Drama,,,,
1699,28 November 2019,Lev Yashin. The Dream Goalkeeper,Lev Yashin. The Dream Goalkeeper,45.888,38,8.1,Russian,Drama,,,,
1700,14 December 2017,Along with the Gods: The Two Worlds,Along With The Gods: The Two Worlds,45.882,497,8.1,Korean,Drama,,,,
1701,13 December 2018,Bird Box,Bird Box,45.862,8213,6.9,English,Thriller,,,,
1702,19 September 2003,Underworld,Underworld,45.787,5143,6.8,English,Fantasy,,,,
1703,16 May 1986,Top Gun,Top Gun,45.764,5235,7,English,Action,,,,
1704,29 July 2011,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",45.735,6767,7.2,English,Comedy,,,,
1705,23 December 1966,"The Good, the Bad and the Ugly","The Good, The Bad And The Ugly",45.733,6479,8.5,Italian,Western,,,,
1706,18 July 2013,RED 2,Red 2,45.717,3351,6.5,English,Action,,,,
1707,19 February 2021,I Care a Lot,I Care A Lot,45.716,1937,6.7,English,Comedy,,,,
1708,13 October 2017,The Babysitter,The Babysitter,45.716,2830,6.1,English,Comedy,,,,
1709,06 October 2011,The Human Centipede 2 (Full Sequence),The Human Centipede 2 (Full Sequence),45.701,1001,4.8,English,Drama,,,,
1710,18 November 1959,Ben-Hur,Ben-Hur,45.647,2032,7.8,English,Action,,,,
1711,27 May 2005,The Longest Yard,The Longest Yard,45.626,2603,6.6,English,Comedy,,,,
1712,05 June 2018,Escape Plan 2: Hades,Escape Plan 2: Hades,45.619,1117,5.1,English,Action,,,,
1713,21 October 2005,Nanny McPhee,Nanny Mcphee,45.613,2507,6.6,English,Fantasy,,,,
1714,29 July 2010,Tinker Bell and the Great Fairy Rescue,Tinker Bell And The Great Fairy Rescue,45.587,712,6.7,English,Animation,,,,
1715,05 March 2020,Bloodshot,Bloodshot,45.582,4211,6.8,English,Action,,,,
1716,19 May 1999,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,45.562,11924,6.5,English,Adventure,,,,
1717,20 May 2015,Poltergeist,Poltergeist,45.545,1964,5.2,English,Horror,,,,
1718,23 March 2007,Meet the Robinsons,Meet The Robinsons,45.543,2230,6.9,English,Animation,,,,
1719,29 May 2015,Hot Girls Wanted,Hot Girls Wanted,45.522,470,5.9,English,Documentary,,,,
